time,P,I,D,u
14.571,400,600,-0,1000
14.572,400,600,-0,1000
14.573,400,600,-0,1000
14.574,400,600,-0,1000
14.575,400,600,-0,1000
14.576,400,600,-0,1000
14.577,400,600,-0,1000
14.578,400,600,-0,1000
14.579,400,600,-0,1000
14.58,400,600,-0,1000
14.581,400,600,-0,1000
14.582,400,600,-0,1000
14.583,400,600,-0,1000
14.584,400,600,-0,1000
14.585,400,600,-0,1000
14.586,400,600,-0,1000
14.587,400,600,-0,1000
14.588,400,600,-0,1000
14.589,400,600,-0,1000
14.59,400,600,-0,1000
14.591,400,600,-0,1000
14.592,400,600,-0,1000
14.593,400,600,-0,1000
14.594,400,600,-0,1000
14.595,400,600,-0,1000
14.596,400,600,-0,1000
14.597,400,600,-0,1000
14.598,400,600,-0,1000
14.599,400,600,-0,1000
14.6,400,600,-0,1000
14.601,400,600,-0,1000
14.602,400,600,-0,1000
14.603,400,600,-0,1000
14.604,400,600,-0,1000
14.605,400,600,-0,1000
14.606,400,600,-0,1000
14.607,400,600,-0,1000
14.608,400,600,-0,1000
14.609,400,600,-0,1000
14.61,400,600,-0,1000
14.611,400,600,-0,1000
14.612,400,600,-0,1000
14.613,400,600,-0,1000
14.614,400,600,-0,1000
14.615,400,600,-0,1000
14.616,400,600,-0,1000
14.617,400,600,-0,1000
14.618,400,600,-0,1000
14.619,400,600,-0,1000
14.62,400,600,-0,1000
14.621,400,600,-0,1000
14.622,400,600,-0,1000
14.623,400,600,-0,1000
14.624,400,600,-0,1000
14.625,400,600,-0,1000
14.626,400,600,-0,1000
14.627,400,600,-0,1000
14.628,400,600,-0,1000
14.629,400,600,-0,1000
14.63,400,600,-0,1000
14.631,400,600,-0,1000
14.632,400,600,-0,1000
14.633,400,600,-0,1000
14.634,400,600,-0,1000
14.635,400,600,-0,1000
14.636,400,600,-0,1000
14.637,400,600,-0,1000
14.638,400,600,-0,1000
14.639,400,600,-0,1000
14.64,400,600,-0,1000
14.641,400,600,-0,1000
14.642,400,600,-0,1000
14.643,400,600,-0,1000
14.644,400,600,-0,1000
14.645,400,600,-0,1000
14.646,400,600,-0,1000
14.647,400,600,-0,1000
14.648,400,600,-0,1000
14.649,400,600,-0,1000
14.65,400,600,-0,1000
14.651,400,600,-0,1000
14.652,400,600,-0,1000
14.653,400,600,-0,1000
14.654,400,600,-0,1000
14.655,400,600,-0,1000
14.656,400,600,-0,1000
14.657,400,600,-0,1000
14.658,400,600,-0,1000
14.659,400,600,-0,1000
14.66,400,600,-0,1000
14.661,400,600,-0,1000
14.662,400,600,-0,1000
14.663,400,600,-0,1000
14.664,400,600,-0,1000
14.665,400,600,-0,1000
14.666,400,600,-0,1000
14.667,400,600,-0,1000
14.668,400,600,-0,1000
14.669,400,600,-0,1000
14.67,400,600,-0,1000
14.671,400,600,-0,1000
14.672,400,600,-0,1000
14.673,400,600,-0,1000
14.674,400,600,-0,1000
14.675,400,600,-0,1000
14.676,400,600,-0,1000
14.677,400,600,-0,1000
14.678,400,600,-0,1000
14.679,400,600,-0,1000
14.68,400,600,-0,1000
14.681,400,600,-0,1000
14.682,400,600,-0,1000
14.683,400,600,-0,1000
14.684,400,600,-0,1000
14.685,400,600,-0,1000
14.686,400,600,-0,1000
14.687,400,600,-0,1000
14.688,400,600,-0,1000
14.689,400,600,-0,1000
14.69,400,600,-0,1000
14.691,400,600,-0,1000
14.692,400,600,-0,1000
14.693,400,600,-0,1000
14.694,400,600,-0,1000
14.695,400,600,-0,1000
14.696,400,600,-0,1000
14.697,400,600,-0,1000
14.698,400,600,-0,1000
14.699,400,600,-0,1000
14.7,400,600,-0,1000
14.701,400,600,-0,1000
14.702,400,600,-0,1000
14.703,400,600,-0,1000
14.704,400,600,-0,1000
14.705,400,600,-0,1000
14.706,400,600,-0,1000
14.707,400,600,-0,1000
14.708,400,600,-0,1000
14.709,400,600,-0,1000
14.71,400,600,-0,1000
14.711,400,600,-0,1000
14.712,400,600,-0,1000
14.713,400,600,-0,1000
14.714,400,600,-0,1000
14.715,400,600,-0,1000
14.716,400,600,-0,1000
14.717,400,600,-0,1000
14.718,400,600,-0,1000
14.719,400,600,-0,1000
14.72,400,600,-0,1000
14.721,400,600,-0,1000
14.722,400,600,-0,1000
14.723,400,600,-0,1000
14.724,400,600,-0,1000
14.725,400,600,-0,1000
14.726,400,600,-0,1000
14.727,400,600,-0,1000
14.728,400,600,-0,1000
14.729,400,600,-0,1000
14.73,400,600,-0,1000
14.731,400,600,-0,1000
14.732,400,600,-0,1000
14.733,400,600,-0,1000
14.734,400,600,-0,1000
14.735,400,600,-0,1000
14.736,400,600,-0,1000
14.737,400,600,-0,1000
14.738,400,600,-0,1000
14.739,400,600,-0,1000
14.74,400,600,-0,1000
14.741,400,600,-0,1000
14.742,400,600,-0,1000
14.743,400,600,-0,1000
14.744,400,600,-0,1000
14.745,400,600,-0,1000
14.746,400,600,-0,1000
14.747,400,600,-0,1000
14.748,400,600,-0,1000
14.749,400,600,-0,1000
14.75,400,600,-0,1000
14.751,400,600,-0,1000
14.752,400,600,-0,1000
14.753,400,600,-0,1000
14.754,400,600,-0,1000
14.755,400,600,-0,1000
14.756,400,600,-0,1000
14.757,400,600,-0,1000
14.758,400,600,-0,1000
14.759,400,600,-0,1000
14.76,400,600,-0,1000
14.761,400,600,-0,1000
14.762,400,600,-0,1000
14.763,400,600,-0,1000
14.764,400,600,-0,1000
14.765,400,600,-0,1000
14.766,400,600,-0,1000
14.767,400,600,-0,1000
14.768,400,600,-0,1000
14.769,400,600,-0,1000
14.77,400,600,-0,1000
14.771,400,600,-0,1000
14.772,400,600,-0,1000
14.773,400,600,-0,1000
14.774,400,600,-0,1000
14.775,400,600,-0,1000
14.776,400,600,-0,1000
14.777,400,600,-0,1000
14.778,400,600,-0,1000
14.779,400,600,-0,1000
14.78,400,600,-0,1000
14.781,400,600,-0,1000
14.782,400,600,-0,1000
14.783,400,600,-0,1000
14.784,400,600,-0,1000
14.785,400,600,-0,1000
14.786,400,600,-0,1000
14.787,400,600,-0,1000
14.788,400,600,-0,1000
14.789,400,600,-0,1000
14.79,400,600,-0,1000
14.791,400,600,-0,1000
14.792,400,600,-0,1000
14.793,400,600,-0,1000
14.794,400,600,-0,1000
14.795,400,600,-0,1000
14.796,400,600,-0,1000
14.797,400,600,-0,1000
14.798,400,600,-0,1000
14.799,400,600,-0,1000
14.8,400,600,-0,1000
14.801,400,600,-0,1000
14.802,400,600,-0,1000
14.803,400,600,-0,1000
14.804,400,600,-0,1000
14.805,400,600,-0,1000
14.806,400,600,-0,1000
14.807,400,600,-0,1000
14.808,400,600,-0,1000
14.809,400,600,-0,1000
14.81,400,600,-0,1000
14.811,400,600,-0,1000
14.812,400,600,-0,1000
14.813,400,600,-0,1000
14.814,400,600,-0,1000
14.815,400,600,-0,1000
14.816,400,600,-0,1000
14.817,400,600,-0,1000
14.818,400,600,-0,1000
14.819,400,600,-0,1000
14.82,400,600,-0,1000
14.821,400,600,-0,1000
14.822,400,600,-0,1000
14.823,400,600,-0,1000
14.824,400,600,-0,1000
14.825,400,600,-0,1000
14.826,400,600,-0,1000
14.827,400,600,-0,1000
14.828,400,600,-0,1000
14.829,400,600,-0,1000
14.83,400,600,-0,1000
14.831,400,600,-0,1000
14.832,400,600,-0,1000
14.833,400,600,-0,1000
14.834,400,600,-0,1000
14.835,400,600,-0,1000
14.836,400,600,-0,1000
14.837,400,600,-0,1000
14.838,400,600,-0,1000
14.839,400,600,-0,1000
14.84,400,600,-0,1000
14.841,400,600,-0,1000
14.842,400,600,-0,1000
14.843,400,600,-0,1000
14.844,400,600,-0,1000
14.845,400,600,-0,1000
14.846,400,600,-0,1000
14.847,400,600,-0,1000
14.848,400,600,-0,1000
14.849,400,600,-0,1000
14.85,400,600,-0,1000
14.851,400,600,-0,1000
14.852,400,600,-0,1000
14.853,400,600,-0,1000
14.854,400,600,-0,1000
14.855,400,600,-0,1000
14.856,400,600,-0,1000
14.857,400,600,-0,1000
14.858,400,600,-0,1000
14.859,400,600,-0,1000
14.86,400,600,-0,1000
14.861,400,600,-0,1000
14.862,400,600,-0,1000
14.863,400,600,-0,1000
14.864,400,600,-0,1000
14.865,400,600,-0,1000
14.866,400,600,-0,1000
14.867,400,600,-0,1000
14.868,400,600,-0,1000
14.869,400,600,-0,1000
14.87,400,600,-0,1000
14.871,400,600,-0,1000
14.872,400,600,-0,1000
14.873,400,600,-0,1000
14.874,400,600,-0,1000
14.875,400,600,-0,1000
14.876,400,600,-0,1000
14.877,400,600,-0,1000
14.878,400,600,-0,1000
14.879,400,600,-0,1000
14.88,400,600,-0,1000
14.881,400,600,-0,1000
14.882,400,600,-0,1000
14.883,400,600,-0,1000
14.884,400,600,-0,1000
14.885,400,600,-0,1000
14.886,400,600,-0,1000
14.887,400,600,-0,1000
14.888,400,600,-0,1000
14.889,400,600,-0,1000
14.89,400,600,-0,1000
14.891,400,600,-0,1000
14.892,400,600,-0,1000
14.893,400,600,-0,1000
14.894,400,600,-0,1000
14.895,400,600,-0,1000
14.896,400,600,-0,1000
14.897,400,600,-0,1000
14.898,400,600,-0,1000
14.899,400,600,-0,1000
14.9,400,600,-0,1000
14.901,400,600,-0,1000
14.902,400,600,-0,1000
14.903,400,600,-0,1000
14.904,400,600,-0,1000
14.905,400,600,-0,1000
14.906,400,600,-0,1000
14.907,400,600,-0,1000
14.908,400,600,-0,1000
14.909,400,600,-0,1000
14.91,400,600,-0,1000
14.911,400,600,-0,1000
14.912,400,600,-0,1000
14.913,400,600,-0,1000
14.914,400,600,-0,1000
14.915,400,600,-0,1000
14.916,400,600,-0,1000
14.917,400,600,-0,1000
14.918,400,600,-0,1000
14.919,400,600,-0,1000
14.92,400,600,-0,1000
14.921,400,600,-0,1000
14.922,400,600,-0,1000
14.923,400,600,-0,1000
14.924,400,600,-0,1000
14.925,400,600,-0,1000
14.926,400,600,-0,1000
14.927,400,600,-0,1000
14.928,400,600,-0,1000
14.929,400,600,-0,1000
14.93,400,600,-0,1000
14.931,400,600,-0,1000
14.932,400,600,-0,1000
14.933,400,600,-0,1000
14.934,400,600,-0,1000
14.935,400,600,-0,1000
14.936,400,600,-0,1000
14.937,400,600,-0,1000
14.938,400,600,-0,1000
14.939,400,600,-0,1000
14.94,400,600,-0,1000
14.941,400,600,-0,1000
14.942,400,600,-0,1000
14.943,400,600,-0,1000
14.944,400,600,-0,1000
14.945,400,600,-0,1000
14.946,400,600,-0,1000
14.947,400,600,-0,1000
14.948,400,600,-0,1000
14.949,400,600,-0,1000
14.95,400,600,-0,1000
14.951,400,600,-0,1000
14.952,400,600,-0,1000
14.953,400,600,-0,1000
14.954,400,600,-0,1000
14.955,400,600,-0,1000
14.956,400,600,-0,1000
14.957,400,600,-0,1000
14.958,400,600,-0,1000
14.959,400,600,-0,1000
14.96,400,600,-0,1000
14.961,400,600,-0,1000
14.962,400,600,-0,1000
14.963,400,600,-0,1000
14.964,400,600,-0,1000
14.965,400,600,-0,1000
14.966,400,600,-0,1000
14.967,400,600,-0,1000
14.968,400,600,-0,1000
14.969,400,600,-0,1000
14.97,400,600,-0,1000
14.971,400,600,-0,1000
14.972,400,600,-0,1000
14.973,400,600,-0,1000
14.974,400,600,-0,1000
14.975,400,600,-0,1000
14.976,400,600,-0,1000
14.977,400,600,-0,1000
14.978,400,600,-0,1000
14.979,400,600,-0,1000
14.98,400,600,-0,1000
14.981,400,600,-0,1000
14.982,400,600,-0,1000
14.983,400,600,-0,1000
14.984,400,600,-0,1000
14.985,400,600,-0,1000
14.986,400,600,-0,1000
14.987,400,600,-0,1000
14.988,400,600,-0,1000
14.989,400,600,-0,1000
14.99,400,600,-0,1000
14.991,400,600,-0,1000
14.992,400,600,-0,1000
14.993,400,600,-0,1000
14.994,400,600,-0,1000
14.995,400,600,-0,1000
14.996,400,600,-0,1000
14.997,400,600,-0,1000
14.998,400,600,-0,1000
14.999,400,600,-0,1000
15,400,600,-0,1000
15.001,400,600,-0,1000
15.002,400,600,-0,1000
15.003,400,600,-0,1000
15.004,400,600,-0,1000
15.005,400,600,-0,1000
15.006,400,600,-0,1000
15.007,400,600,-0,1000
15.008,400,600,-0,1000
15.009,400,600,-0,1000
15.01,400,600,-0,1000
15.011,400,600,-0,1000
15.012,400,600,-0,1000
15.013,400,600,-0,1000
15.014,400,600,-0,1000
15.015,400,600,-0,1000
15.016,400,600,-0,1000
15.017,400,600,-0,1000
15.018,400,600,-0,1000
15.019,400,600,-0,1000
15.02,400,600,-0,1000
15.021,400,600,-0,1000
15.022,400,600,-0,1000
15.023,400,600,-0,1000
15.024,400,600,-0,1000
15.025,400,600,-0,1000
15.026,400,600,-0,1000
15.027,400,600,-0,1000
15.028,400,600,-0,1000
15.029,400,600,-0,1000
15.03,400,600,-0,1000
15.031,400,600,-0,1000
15.032,400,600,-0,1000
15.033,400,600,-0,1000
15.034,400,600,-0,1000
15.035,400,600,-0,1000
15.036,400,600,-0,1000
15.037,400,600,-0,1000
15.038,400,600,-0,1000
15.039,400,600,-0,1000
15.04,400,600,-0,1000
15.041,400,600,-0,1000
15.042,400,600,-0,1000
15.043,400,600,-0,1000
15.044,400,600,-0,1000
15.045,400,600,-0,1000
15.046,400,600,-0,1000
15.047,400,600,-0,1000
15.048,400,600,-0,1000
15.049,400,600,-0,1000
15.05,400,600,-0,1000
15.051,400,600,-0,1000
15.052,400,600,-0,1000
15.053,400,600,-0,1000
15.054,400,600,-0,1000
15.055,400,600,-0,1000
15.056,400,600,-0,1000
15.057,400,600,-0,1000
15.058,400,600,-0,1000
15.059,400,600,-0,1000
15.06,400,600,-0,1000
15.061,400,600,-0,1000
15.062,400,600,-0,1000
15.063,400,600,-0,1000
15.064,400,600,-0,1000
15.065,400,600,-0,1000
15.066,400,600,-0,1000
15.067,400,600,-0,1000
15.068,400,600,-0,1000
15.069,400,600,-0,1000
15.07,400,600,-0,1000
15.071,400,600,-0,1000
15.072,400,600,-0,1000
15.073,400,600,-0,1000
15.074,400,600,-0,1000
15.075,400,600,-0,1000
15.076,400,600,-0,1000
15.077,400,600,-0,1000
15.078,400,600,-0,1000
15.079,400,600,-0,1000
15.08,400,600,-0,1000
15.081,400,600,-0,1000
15.082,400,600,-0,1000
15.083,400,600,-0,1000
15.084,400,600,-0,1000
15.085,400,600,-0,1000
15.086,400,600,-0,1000
15.087,400,600,-0,1000
15.088,400,600,-0,1000
15.089,400,600,-0,1000
15.09,400,600,-0,1000
15.091,400,600,-0,1000
15.092,400,600,-0,1000
15.093,400,600,-0,1000
15.094,400,600,-0,1000
15.095,400,600,-0,1000
15.096,400,600,-0,1000
15.097,400,600,-0,1000
15.098,400,600,-0,1000
15.099,400,600,-0,1000
15.1,400,600,-0,1000
15.101,400,600,-0,1000
15.102,400,600,-0,1000
15.103,400,600,-0,1000
15.104,400,600,-0,1000
15.105,400,600,-0,1000
15.106,400,600,-0,1000
15.107,400,600,-0,1000
15.108,400,600,-0,1000
15.109,400,600,-0,1000
15.11,400,600,-0,1000
15.111,400,600,-0,1000
15.112,400,600,-0,1000
15.113,400,600,-0,1000
15.114,400,600,-0,1000
15.115,400,600,-0,1000
15.116,400,600,-0,1000
15.117,400,600,-0,1000
15.118,400,600,-0,1000
15.119,400,600,-0,1000
15.12,400,600,-0,1000
15.121,400,600,-0,1000
15.122,400,600,-0,1000
15.123,400,600,-0,1000
15.124,400,600,-0,1000
15.125,400,600,-0,1000
15.126,400,600,-0,1000
15.127,400,600,-0,1000
15.128,400,600,-0,1000
15.129,400,600,-0,1000
15.13,400,600,-0,1000
15.131,400,600,-0,1000
15.132,400,600,-0,1000
15.133,400,600,-0,1000
15.134,400,600,-0,1000
15.135,400,600,-0,1000
15.136,400,600,-0,1000
15.137,400,600,-0,1000
15.138,400,600,-0,1000
15.139,400,600,-0,1000
15.14,400,600,-0,1000
15.141,400,600,-0,1000
15.142,400,600,-0,1000
15.143,400,600,-0,1000
15.144,400,600,-0,1000
15.145,400,600,-0,1000
15.146,400,600,-0,1000
15.147,400,600,-0,1000
15.148,400,600,-0,1000
15.149,400,600,-0,1000
15.15,400,600,-0,1000
15.151,400,600,-0,1000
15.152,400,600,-0,1000
15.153,400,600,-0,1000
15.154,400,600,-0,1000
15.155,400,600,-0,1000
15.156,400,600,-0,1000
15.157,400,600,-0,1000
15.158,400,600,-0,1000
15.159,400,600,-0,1000
15.16,400,600,-0,1000
15.161,400,600,-0,1000
15.162,400,600,-0,1000
15.163,400,600,-0,1000
15.164,400,600,-0,1000
15.165,400,600,-0,1000
15.166,400,600,-0,1000
15.167,400,600,-0,1000
15.168,400,600,-0,1000
15.169,400,600,-0,1000
15.17,400,600,-0,1000
15.171,400,600,-0,1000
15.172,400,600,-0,1000
15.173,400,600,-0,1000
15.174,400,600,-0,1000
15.175,400,600,-0,1000
15.176,400,600,-0,1000
15.177,400,600,-0,1000
15.178,400,600,-0,1000
15.179,400,600,-0,1000
15.18,400,600,-0,1000
15.181,400,600,-0,1000
15.182,400,600,-0,1000
15.183,400,600,-0,1000
15.184,400,600,-0,1000
15.185,400,600,-0,1000
15.186,400,600,-0,1000
15.187,400,600,-0,1000
15.188,400,600,-0,1000
15.189,400,600,-0,1000
15.19,400,600,-0,1000
15.191,400,600,-0,1000
15.192,400,600,-0,1000
15.193,400,600,-0,1000
15.194,400,600,-0,1000
15.195,400,600,-0,1000
15.196,400,600,-0,1000
15.197,400,600,-0,1000
15.198,400,600,-0,1000
15.199,400,600,-0,1000
15.2,400,600,-0,1000
15.201,400,600,-0,1000
15.202,400,600,-0,1000
15.203,400,600,-0,1000
15.204,400,600,-0,1000
15.205,400,600,-0,1000
15.206,400,600,-0,1000
15.207,400,600,-0,1000
15.208,400,600,-0,1000
15.209,400,600,-0,1000
15.21,400,600,-0,1000
15.211,400,600,-0,1000
15.212,400,600,-0,1000
15.213,400,600,-0,1000
15.214,400,600,-0,1000
15.215,400,600,-0,1000
15.216,400,600,-0,1000
15.217,400,600,-0,1000
15.218,400,600,-0,1000
15.219,400,600,-0,1000
15.22,400,600,-0,1000
15.221,400,600,-0,1000
15.222,400,600,-0,1000
15.223,400,600,-0,1000
15.224,400,600,-0,1000
15.225,400,600,-0,1000
15.226,400,600,-0,1000
15.227,400,600,-0,1000
15.228,400,600,-0,1000
15.229,400,600,-0,1000
15.23,400,600,-0,1000
15.231,400,600,-0,1000
15.232,400,600,-0,1000
15.233,400,600,-0,1000
15.234,400,600,-0,1000
15.235,400,600,-0,1000
15.236,400,600,-0,1000
15.237,400,600,-0,1000
15.238,400,600,-0,1000
15.239,400,600,-0,1000
15.24,400,600,-0,1000
15.241,400,600,-0,1000
15.242,400,600,-0,1000
15.243,400,600,-0,1000
15.244,400,600,-0,1000
15.245,400,600,-0,1000
15.246,400,600,-0,1000
15.247,400,600,-0,1000
15.248,400,600,-0,1000
15.249,400,600,-0,1000
15.25,400,600,-0,1000
15.251,400,600,-0,1000
15.252,400,600,-0,1000
15.253,400,600,-0,1000
15.254,400,600,-0,1000
15.255,400,600,-0,1000
15.256,400,600,-0,1000
15.257,400,600,-0,1000
15.258,400,600,-0,1000
15.259,400,600,-0,1000
15.26,400,600,-0,1000
15.261,400,600,-0,1000
15.262,400,600,-0,1000
15.263,400,600,-0,1000
15.264,400,600,-0,1000
15.265,400,600,-0,1000
15.266,400,600,-0,1000
15.267,400,600,-0,1000
15.268,400,600,-0,1000
15.269,400,600,-0,1000
15.27,400,600,-0,1000
15.271,400,600,-0,1000
15.272,400,600,-0,1000
15.273,400,600,-0,1000
15.274,400,600,-0,1000
15.275,400,600,-0,1000
15.276,400,600,-0,1000
15.277,400,600,-0,1000
15.278,400,600,-0,1000
15.279,400,600,-0,1000
15.28,400,600,-0,1000
15.281,400,600,-0,1000
15.282,400,600,-0,1000
15.283,400,600,-0,1000
15.284,400,600,-0,1000
15.285,400,600,-0,1000
15.286,400,600,-0,1000
15.287,400,600,-0,1000
15.288,400,600,-0,1000
15.289,400,600,-0,1000
15.29,400,600,-0,1000
15.291,400,600,-0,1000
15.292,400,600,-0,1000
15.293,400,600,-0,1000
15.294,400,600,-0,1000
15.295,400,600,-0,1000
15.296,400,600,-0,1000
15.297,400,600,-0,1000
15.298,400,600,-0,1000
15.299,400,600,-0,1000
15.3,400,600,-0,1000
15.301,400,600,-0,1000
15.302,400,600,-0,1000
15.303,400,600,-0,1000
15.304,400,600,-0,1000
15.305,400,600,-0,1000
15.306,400,600,-0,1000
15.307,400,600,-0,1000
15.308,400,600,-0,1000
15.309,400,600,-0,1000
15.31,400,600,-0,1000
15.311,400,600,-0,1000
15.312,400,600,-0,1000
15.313,400,600,-0,1000
15.314,400,600,-0,1000
15.315,400,600,-0,1000
15.316,400,600,-0,1000
15.317,400,600,-0,1000
15.318,400,600,-0,1000
15.319,400,600,-0,1000
15.32,400,600,-0,1000
15.321,400,600,-0,1000
15.322,400,600,-0,1000
15.323,400,600,-0,1000
15.324,400,600,-0,1000
15.325,400,600,-0,1000
15.326,400,600,-0,1000
15.327,400,600,-0,1000
15.328,400,600,-0,1000
15.329,400,600,-0,1000
15.33,400,600,-0,1000
15.331,400,600,-0,1000
15.332,400,600,-0,1000
15.333,400,600,-0,1000
15.334,400,600,-0,1000
15.335,400,600,-0,1000
15.336,400,600,-0,1000
15.337,400,600,-0,1000
15.338,400,600,-0,1000
15.339,400,600,-0,1000
15.34,400,600,-0,1000
15.341,400,600,-0,1000
15.342,400,600,-0,1000
15.343,400,600,-0,1000
15.344,400,600,-0,1000
15.345,400,600,-0,1000
15.346,400,600,-0,1000
15.347,400,600,-0,1000
15.348,400,600,-0,1000
15.349,400,600,-0,1000
15.35,400,600,-0,1000
15.351,400,600,-0,1000
15.352,400,600,-0,1000
15.353,400,600,-0,1000
15.354,400,600,-0,1000
15.355,400,600,-0,1000
15.356,400,600,-0,1000
15.357,400,600,-0,1000
15.358,400,600,-0,1000
15.359,400,600,-0,1000
15.36,400,600,-0,1000
15.361,400,600,-0,1000
15.362,400,600,-0,1000
15.363,400,600,-0,1000
15.364,400,600,-0,1000
15.365,400,600,-0,1000
15.366,400,600,-0,1000
15.367,400,600,-0,1000
15.368,400,600,-0,1000
15.369,400,600,-0,1000
15.37,400,600,-0,1000
15.371,400,600,-0,1000
15.372,400,600,-0,1000
15.373,400,600,-0,1000
15.374,400,600,-0,1000
15.375,400,600,-0,1000
15.376,400,600,-0,1000
15.377,400,600,-0,1000
15.378,400,600,-0,1000
15.379,400,600,-0,1000
15.38,400,600,-0,1000
15.381,400,600,-0,1000
15.382,400,600,-0,1000
15.383,400,600,-0,1000
15.384,400,600,-0,1000
15.385,400,600,-0,1000
15.386,400,600,-0,1000
15.387,400,600,-0,1000
15.388,400,600,-0,1000
15.389,400,600,-0,1000
15.39,400,600,-0,1000
15.391,400,600,-0,1000
15.392,400,600,-0,1000
15.393,400,600,-0,1000
15.394,400,600,-0,1000
15.395,400,600,-0,1000
15.396,400,600,-0,1000
15.397,400,600,-0,1000
15.398,400,600,-0,1000
15.399,400,600,-0,1000
15.4,400,600,-0,1000
15.401,400,600,-0,1000
15.402,400,600,-0,1000
15.403,400,600,-0,1000
15.404,400,600,-0,1000
15.405,400,600,-0,1000
15.406,400,600,-0,1000
15.407,400,600,-0,1000
15.408,400,600,-0,1000
15.409,400,600,-0,1000
15.41,400,600,-0,1000
15.411,400,600,-0,1000
15.412,400,600,-0,1000
15.413,400,600,-0,1000
15.414,400,600,-0,1000
15.415,400,600,-0,1000
15.416,400,600,-0,1000
15.417,400,600,-0,1000
15.418,400,600,-0,1000
15.419,400,600,-0,1000
15.42,400,600,-0,1000
15.421,400,600,-0,1000
15.422,400,600,-0,1000
15.423,400,600,-0,1000
15.424,400,600,-0,1000
15.425,400,600,-0,1000
15.426,400,600,-0,1000
15.427,400,600,-0,1000
15.428,400,600,-0,1000
15.429,400,600,-0,1000
15.43,400,600,-0,1000
15.431,400,600,-0,1000
15.432,400,600,-0,1000
15.433,400,600,-0,1000
15.434,400,600,-0,1000
15.435,400,600,-0,1000
15.436,400,600,-0,1000
15.437,400,600,-0,1000
15.438,400,600,-0,1000
15.439,400,600,-0,1000
15.44,400,600,-0,1000
15.441,400,600,-0,1000
15.442,400,600,-0,1000
15.443,400,600,-0,1000
15.444,400,600,-0,1000
15.445,400,600,-0,1000
15.446,400,600,-0,1000
15.447,400,600,-0,1000
15.448,400,600,-0,1000
15.449,400,600,-0,1000
15.45,400,600,-0,1000
15.451,400,600,-0,1000
15.452,400,600,-0,1000
15.453,400,600,-0,1000
15.454,400,600,-0,1000
15.455,400,600,-0,1000
15.456,400,600,-0,1000
15.457,400,600,-0,1000
15.458,400,600,-0,1000
15.459,400,600,-0,1000
15.46,400,600,-0,1000
15.461,400,600,-0,1000
15.462,400,600,-0,1000
15.463,400,600,-0,1000
15.464,400,600,-0,1000
15.465,400,600,-0,1000
15.466,400,600,-0,1000
15.467,400,600,-0,1000
15.468,400,600,-0,1000
15.469,400,600,-0,1000
15.47,400,600,-0,1000
15.471,400,600,-0,1000
15.472,400,600,-0,1000
15.473,400,600,-0,1000
15.474,400,600,-0,1000
15.475,400,600,-0,1000
15.476,400,600,-0,1000
15.477,400,600,-0,1000
15.478,400,600,-0,1000
15.479,400,600,-0,1000
15.48,400,600,-0,1000
15.481,400,600,-0,1000
15.482,400,600,-0,1000
15.483,400,600,-0,1000
15.484,400,600,-0,1000
15.485,400,600,-0,1000
15.486,400,600,-0,1000
15.487,400,600,-0,1000
15.488,400,600,-0,1000
15.489,400,600,-0,1000
15.49,400,600,-0,1000
15.491,400,600,-0,1000
15.492,400,600,-0,1000
15.493,400,600,-0,1000
15.494,400,600,-0,1000
15.495,400,600,-0,1000
15.496,400,600,-0,1000
15.497,400,600,-0,1000
15.498,400,600,-0,1000
15.499,400,600,-0,1000
15.5,400,600,-0,1000
15.501,400,600,-0,1000
15.502,400,600,-0,1000
15.503,400,600,-0,1000
15.504,400,600,-0,1000
15.505,400,600,-0,1000
15.506,400,600,-0,1000
15.507,400,600,-0,1000
15.508,400,600,-0,1000
15.509,400,600,-0,1000
15.51,400,600,-0,1000
15.511,400,600,-0,1000
15.512,400,600,-0,1000
15.513,400,600,-0,1000
15.514,400,600,-0,1000
15.515,400,600,-0,1000
15.516,400,600,-0,1000
15.517,400,600,-0,1000
15.518,400,600,-0,1000
15.519,400,600,-0,1000
15.52,400,600,-0,1000
15.521,400,600,-0,1000
15.522,400,600,-0,1000
15.523,400,600,-0,1000
15.524,400,600,-0,1000
15.525,400,600,-0,1000
15.526,400,600,-0,1000
15.527,400,600,-0,1000
15.528,400,600,-0,1000
15.529,400,600,-0,1000
15.53,400,600,-0,1000
15.531,400,600,-0,1000
15.532,400,600,-0,1000
15.533,400,600,-0,1000
15.534,400,600,-0,1000
15.535,400,600,-0,1000
15.536,400,600,-0,1000
15.537,400,600,-0,1000
15.538,400,600,-0,1000
15.539,400,600,-0,1000
15.54,400,600,-0,1000
15.541,400,600,-0,1000
15.542,400,600,-0,1000
15.543,400,600,-0,1000
15.544,400,600,-0,1000
15.545,400,600,-0,1000
15.546,400,600,-0,1000
15.547,400,600,-0,1000
15.548,400,600,-0,1000
15.549,400,600,-0,1000
15.55,400,600,-0,1000
15.551,400,600,-0,1000
15.552,400,600,-0,1000
15.553,400,600,-0,1000
15.554,400,600,-0,1000
15.555,400,600,-0,1000
15.556,400,600,-0,1000
15.557,400,600,-0,1000
15.558,400,600,-0,1000
15.559,400,600,-0,1000
15.56,400,600,-0,1000
15.561,400,600,-0,1000
15.562,400,600,-0,1000
15.563,400,600,-0,1000
15.564,400,600,-0,1000
15.565,400,600,-0,1000
15.566,400,600,-0,1000
15.567,400,600,-0,1000
15.568,400,600,-0,1000
15.569,400,600,-0,1000
